ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
1,1,1,0.0,0,2,63.0,0,2,5.35,6.0,84,79.43,52,0,0,0,0
1,1,1,0.0,4,2,61.0,0,2,0.01,7.0,85,80.43,53,0,0,0,0
1,1,1,0.0,2,0,345.0,0,2,0.24,5.0,86,81.4,54,0,0,0,0
6,21,36,3.70917,384,867,347.5,0,12,20.82,4.89,579,318.94,722,1,1,1,1
1,2,2,0.581321,69,3,122.5,0,2,1.72,1.5,87,81.97,55,0,0,0,0
1,1,1,0.0,12,2,99.0,0,3,24.51,6.0,88,82.92,38,1,0,0,0
1,1,2,0.485461,18,1,249.5,0,6,19.23,17.5,356,162.39,216,1,1,1,1
2,12,16,3.53979,37,41,314.44,0,9,20.37,9.94,114,70.6,121,0,0,0,0
2,2,2,0.46231000000000005,95,48,275.5,0,5,6.12,15.0,115,71.47,123,0,0,0,0
4,40,69,4.82841,400,845,303.52,0,12,36.7,4.03,580,317.81,721,0,1,1,1
2,3,4,1.6890900000000002,273,85,198.75,0,5,4.49,9.25,116,72.33,125,0,0,0,0
1,3,5,1.51597,120,7,145.8,0,2,10.07,2.6,89,83.06,56,0,0,0,0
1,1,1,0.0,74,34,86.0,0,1,0.0,1.0,90,84.06,57,0,0,0,0
1,1,1,0.0,1,1,255.0,0,6,28.54,41.0,91,85.06,39,0,0,0,0
1,1,1,0.0,0,14,126.0,0,1,0.01,2.0,92,86.06,58,0,0,0,0
1,1,1,0.0,17,4,112.0,0,1,0.66,3.0,93,86.91,59,0,0,0,0
1,1,1,0.0,4,4,438.0,0,2,110.51,27.0,581,317.61,474,0,0,0,0
1,1,1,0.0,31,18,298.0,0,2,111.6,24.0,582,318.61,475,0,0,0,0
1,1,1,0.0,2,1,68.0,0,2,111.67,11.0,583,319.57,476,0,0,0,0
1,1,2,0.9983639999999999,21,21,471.0,0,2,56.23,16.0,584,320.1,477,0,0,0,0
1,2,16,3.4311199999999995,345,87,78.25,0,2,11.16,1.56,94,87.49,60,0,0,0,0
1,1,1,0.0,35,9,288.0,0,2,2.52,8.0,95,88.49,61,0,0,0,0
1,1,1,0.0,0,1,124.0,0,2,10.2,5.0,96,89.49,62,0,0,0,0
1,1,1,0.0,3,10,249.0,0,2,6.76,4.0,97,90.49,63,0,0,0,0
1,1,1,0.0,89,13,44.0,0,2,0.0,5.0,98,91.49,64,0,0,0,0
1,1,1,0.0,2,2,118.0,0,2,16.81,5.0,99,92.48,65,0,0,0,0
1,1,1,0.0,2,1,72.0,0,2,0.05,6.0,100,93.48,66,0,0,0,0
1,1,2,0.9182959999999999,5,1,202.5,0,2,0.05,5.0,101,94.48,67,0,0,0,0
1,1,1,0.0,5,0,96.0,0,2,0.05,8.0,102,95.48,68,0,0,0,0
1,1,1,0.0,2,1,67.0,0,2,0.05,9.0,103,96.48,69,0,0,0,0
1,1,1,0.0,3,3,193.0,0,2,14.31,3.0,104,97.48,70,0,0,0,0
1,2,2,0.510788,25,19,87.0,0,2,0.09,6.0,105,98.46,71,0,0,0,0
1,2,2,0.970951,2,3,64.5,0,2,16.16,4.5,106,99.46,72,0,0,0,0
1,2,3,0.946686,23,9,159.0,0,2,0.07,5.67,107,100.46,73,0,0,0,0
1,1,1,0.0,37,1,243.0,0,2,35.67,8.0,585,320.51,478,0,0,0,0
2,3,3,0.959298,45,14,288.33,0,3,43.82,7.33,108,101.1,80,0,0,0,0
1,1,1,0.0,14,0,125.0,0,1,3.92,4.0,109,101.95,75,0,0,0,0
1,2,2,0.721928,14,1,258.5,0,2,14.67,4.5,110,102.87,76,1,1,1,1
1,1,1,0.0,1,1,58.0,0,2,2.4,7.0,111,103.87,77,0,0,0,0
1,1,1,0.0,1,1,278.0,0,2,2.29,10.0,112,104.87,78,0,0,0,0
1,2,2,0.345117,30,1,71.0,0,8,13.3,15.5,117,72.49,100,0,0,0,0
1,1,1,0.0,1,1,184.0,0,1,0.76,5.0,113,105.66,79,0,1,1,1
1,1,1,0.0,23,1,346.0,0,2,0.76,8.0,114,106.66,80,1,1,1,1
1,1,2,0.8453510000000001,18,4,307.0,0,2,2.84,9.0,115,107.66,81,0,0,0,0
1,1,1,0.0,276,0,0.0,0,0,0.0,0.0,116,108.66,7,1,1,1,1
1,2,2,0.818403,73,37,89.5,0,2,11.51,3.5,117,109.31,82,1,0,0,0
1,1,1,0.0,18,0,276.0,0,1,1.25,1.0,118,110.31,8,0,0,0,0
1,1,1,0.0,5,0,368.0,0,2,1.25,10.0,119,111.31,83,0,0,0,0
2,2,2,0.468996,14,6,333.5,0,2,0.0,6.5,120,112.31,93,0,0,0,0
1,1,1,0.0,2,1,294.0,0,1,0.0,3.0,121,113.31,10,0,0,0,0
1,1,1,0.0,14,5,295.0,0,1,0.0,4.0,122,114.31,11,0,0,0,0
1,1,1,0.0,0,0,0.0,0,1,203.79,1.0,39,31.03,0,0,0,0,0
1,2,3,1.23631,83,34,197.33,0,2,11.16,8.0,118,73.24,27,1,1,1,0
1,2,2,0.503258,90,0,152.0,0,2,7.57,1.5,123,115.15,12,0,0,0,0
1,2,2,0.8631209999999999,10,4,107.5,0,2,0.58,4.0,124,116.14,85,0,0,0,0
1,1,3,1.10331,10,5,136.33,0,2,3.45,4.67,125,117.11,86,0,0,0,0
2,5,10,2.6937900000000004,355,161,175.9,0,2,5.91,3.8,126,118.06,127,1,1,1,1
1,2,2,0.968461,46,2,299.0,0,2,0.0,3.5,127,119.06,88,0,0,0,0
3,18,20,3.63211,714,849,325.15,1,10,18.17,10.2,119,74.17,181,1,1,1,1
2,3,5,1.07121,37,27,199.6,0,5,20.95,10.8,120,75.07,131,0,0,0,0
1,1,1,0.0,0,3,133.0,0,2,0.01,11.0,121,76.07,30,0,0,0,0
1,1,3,1.27019,38,11,413.0,0,7,15.19,15.0,128,119.75,41,0,0,0,0
1,1,1,0.0,11,18,304.0,0,1,1.83,5.0,129,120.75,13,0,1,1,1
1,1,1,0.0,2,5,311.0,0,2,7.93,25.0,586,318.44,479,0,0,0,0
2,4,13,3.2738400000000003,2794,0,22.77,0,9,1.38,15.31,30,15.69,25,0,0,0,0
2,2,2,0.468996,10,0,14.0,0,4,13.82,5.0,587,319.33,1,0,0,0,0
1,1,1,0.0,3,0,76.0,0,4,12.04,7.0,588,320.32,480,1,1,1,1
1,1,1,0.0,5,1,107.0,0,4,114.17,20.0,589,321.22,133,0,0,0,0
1,1,1,0.0,4,1,723.0,1,2,17.12,23.0,590,322.22,481,0,0,0,0
1,2,2,0.816017,71,12,570.5,1,7,24.31,24.0,591,323.22,49,1,1,1,1
1,4,8,2.28897,834,222,172.13,0,4,1.27,4.75,122,76.93,31,1,1,1,1
2,9,9,2.50902,171,209,294.56,1,8,4.38,14.67,123,77.93,156,1,1,1,1
3,6,7,1.9246599999999998,141,194,313.0,1,9,2.49,15.57,124,78.93,190,1,1,1,0
1,1,1,0.0,19,17,381.0,0,6,21.59,45.0,125,79.88,105,0,0,0,0
1,7,10,2.48524,319,70,147.6,1,6,29.28,5.2,40,31.84,16,1,1,1,1
6,31,45,4.56324,525,463,232.44,0,12,15.95,6.29,592,323.84,742,1,1,1,0
2,3,3,0.20915599999999998,88,93,324.67,0,6,0.9,20.33,126,80.79,139,0,1,1,1
1,6,12,3.21477,204,255,254.75,0,4,77.18,8.25,593,324.64,483,0,0,0,0
2,2,3,1.15111,38,26,162.67,1,8,35.78,19.0,594,325.3,486,1,1,1,1
1,2,2,0.500628,121,6,76.5,0,3,12.15,10.0,595,326.26,51,0,0,0,0
5,34,46,4.95855,223,215,164.76,0,11,37.2,5.04,596,327.2,778,1,1,1,1
2,2,2,0.477071,24,15,110.5,0,3,6.01,6.5,597,328.16,539,0,0,0,0
2,5,6,2.5220599999999997,12,12,246.83,0,7,0.25,8.17,598,329.05,541,0,0,0,0
1,1,1,0.0,1,1,108.0,0,2,0.04,14.0,599,330.04,55,0,0,0,0
4,21,30,4.1398,221,180,214.6,0,9,19.76,7.93,600,330.77,751,1,1,1,1
1,1,1,0.0,1,1,74.0,1,6,65.47,23.0,127,81.48,107,0,0,0,0
1,2,3,1.18282,118,20,324.0,0,2,2.08,8.0,130,120.51,89,1,0,0,0
1,1,1,0.0,29,14,309.0,0,2,0.87,8.0,131,121.44,14,0,0,0,0
1,2,2,0.970951,1,4,262.5,0,2,5.94,8.5,132,122.44,90,0,0,0,0
1,1,1,0.0,122,0,0.0,0,0,0.0,0.0,601,331.09,489,0,0,0,0
1,3,4,1.7829700000000002,165,43,245.5,1,3,3.52,8.25,128,82.3,34,1,0,1,1
1,2,2,0.727183,141,86,332.0,1,2,1.24,14.0,129,83.27,35,1,0,1,1
2,10,16,2.8569400000000003,691,222,231.38,1,11,5.81,9.38,130,84.14,144,1,0,1,0
1,2,3,1.26777,12,9,366.67,0,2,1.6,8.0,133,122.99,91,0,0,0,0
1,1,1,0.0,11,32,113.0,1,1,0.01,1.0,131,85.14,109,0,0,0,0
1,2,2,1.0,3,3,104.0,1,1,0.02,1.0,132,86.14,110,0,0,0,0
2,3,5,2.07943,17,20,139.8,1,2,0.04,3.2,133,87.13,148,0,0,0,0
3,5,5,1.79075,52,47,194.2,1,6,9.12,11.2,134,88.11,205,1,0,1,1
2,3,7,1.91743,171,135,259.14,0,2,11.53,4.86,134,123.92,107,1,1,1,1
2,7,9,2.7018,21,8,131.22,0,7,3.26,9.22,135,88.98,95,0,0,0,0
1,7,27,4.5189,2973,23,30.67,0,5,1.72,1.0,136,89.95,113,1,1,1,1
1,1,1,0.0,1,1,45.0,0,2,44.07,3.0,137,90.94,2,0,0,0,0
1,2,2,0.909866,132,71,202.5,0,1,0.21,0.5,138,91.91,114,0,0,0,0
1,1,1,0.0,1,2,228.0,0,1,0.13,2.0,139,92.89,115,0,0,0,0
2,4,9,3.02819,1121,0,0.0,0,0,0.0,0.0,602,330.6,627,1,1,1,1
1,2,2,0.936019,96,63,419.0,0,3,26.48,2.5,41,32.35,9,0,0,0,0
1,1,1,0.0,7,2,144.0,0,4,49.28,12.0,42,33.34,17,0,0,0,0
1,1,5,1.9837900000000002,191,26,75.2,0,2,0.66,2.4,135,124.15,93,1,0,0,0
2,7,10,2.98647,173,31,334.6,0,8,21.74,12.2,103,63.32,45,1,1,1,1
1,1,1,0.0,33,27,140.0,0,5,19.39,24.0,604,331.44,139,0,0,0,0
2,23,41,5.0633,90,93,135.44,0,8,42.58,3.12,104,64.21,86,0,0,0,0
1,1,1,0.0,2,2,31.0,0,4,7.73,12.0,43,34.18,1,0,0,0,0
4,6,6,2.36832,102,116,146.67,0,11,18.6,37.83,44,35.18,24,0,0,0,0
1,1,1,0.0,16,0,216.0,0,8,0.67,160.0,45,36.13,11,0,0,0,0
1,2,6,1.8325599999999997,82,67,148.17,0,2,114.53,3.33,105,65.08,56,1,1,1,1
2,7,22,4.32386,25,25,109.77,0,2,9.48,2.32,106,66.08,80,0,1,1,1
1,1,1,0.0,6,6,291.0,0,2,1.09,5.0,107,67.08,58,0,0,0,0
1,1,1,0.0,1,1,320.0,0,6,9.95,45.0,5,4.45,4,0,0,0,0
1,1,1,0.0,1,1,69.0,1,6,28.23,20.0,140,92.99,116,0,0,0,0
1,4,16,3.6413,1509,0,0.0,0,0,0.0,0.0,108,67.85,59,1,1,1,1
1,1,1,0.0,6,9,78.0,0,3,236.46,5.0,606,330.78,141,0,0,0,0
1,1,1,0.0,2,1,281.0,1,6,4.67,29.0,607,331.62,493,0,0,0,0
1,6,7,2.0284400000000002,104,102,423.57,1,11,14.48,21.71,141,93.42,117,0,0,0,0
1,1,4,1.57095,6,4,102.25,0,1,1.94,0.25,109,68.61,60,0,0,0,0
1,3,3,1.3557,46,24,293.67,0,6,26.14,20.0,6,5.39,5,0,0,0,0
2,2,2,0.8112779999999999,5,3,388.0,0,3,7.21,13.0,608,331.6,636,0,0,0,0
1,1,1,0.0,1,1,146.0,0,2,58.2,11.0,609,332.29,495,0,0,0,0
2,4,5,1.64305,108,32,154.2,0,4,24.35,3.8,142,93.99,175,1,1,1,1
1,1,1,0.0,2,2,396.0,0,4,7.82,27.0,143,94.89,40,0,0,0,0
1,1,1,0.0,1,1,305.0,1,4,1.53,17.0,144,95.7,119,0,0,0,0
1,1,1,0.0,12,11,39.0,0,1,8.92,1.0,46,36.45,12,0,0,0,0
1,1,1,0.0,1,1,81.0,0,2,16.14,3.0,47,37.41,13,0,0,0,0
1,1,1,0.0,1,1,685.0,0,8,35.54,181.0,48,38.41,3,0,0,0,0
2,2,4,1.19763,92,20,234.75,0,3,12.26,6.5,136,121.22,110,1,1,1,1
1,1,1,0.0,3,3,300.0,1,4,18.73,37.0,137,122.22,95,0,0,0,0
1,3,3,1.48204,35,1,166.33,0,10,29.76,70.67,357,156.46,217,1,1,1,0
1,1,1,0.0,1,1,38.0,0,2,0.15,2.0,49,39.2,12,0,0,0,0
1,1,1,0.0,2,1,31.0,0,5,12.37,13.0,7,6.29,0,0,0,0,0
1,1,1,0.0,1,1,32.0,0,6,0.01,14.0,8,7.29,1,0,0,0,0
1,1,1,0.0,1,1,685.0,0,8,3.03,182.0,145,95.91,1,0,0,0,0
2,3,5,2.12279,35,4,109.8,0,6,2.53,11.6,9,8.29,8,1,0,0,0
1,1,1,0.0,2,2,131.0,0,6,39.16,25.0,146,96.89,120,0,0,0,0
1,1,1,0.0,2,1,355.0,0,5,20.31,41.0,147,97.85,41,0,0,0,0
1,1,1,0.0,2,1,29.0,0,1,122.58,1.0,148,98.83,121,0,0,0,0
1,1,1,0.0,7,6,691.0,1,6,23.31,40.0,138,122.57,42,0,0,0,0
1,2,3,1.1967299999999998,35,17,287.67,1,6,39.85,15.33,139,123.57,43,0,0,0,0
1,2,2,0.44332,315,0,0.0,0,0,0.0,0.0,140,124.57,44,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,20,10.9,0,0,0,0,0
2,9,9,3.04799,16,21,368.33,0,11,11.74,18.22,149,99.65,164,0,0,1,0
1,1,1,0.0,1,1,57.0,0,3,17.25,6.0,110,68.41,61,0,0,0,0
1,1,1,0.0,1,1,18.0,0,3,606.96,5.0,610,327.93,24,0,0,0,0
1,1,1,0.0,4,4,18.0,0,4,0.0,6.0,611,328.93,25,0,0,0,0
9,9,9,3.12301,49,49,227.67,0,10,45.8,31.67,612,329.55,845,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,613,330.55,0,0,0,0,0
9,9,9,3.15357,41,47,227.67,0,10,0.0,31.78,614,331.55,854,0,0,0,0
1,1,1,0.0,238,0,472.0,0,7,225.8,9.0,58,36.98,30,0,0,0,0
1,1,1,0.0,3,8,146.0,0,1,219.05,1.0,50,39.47,1,0,0,0,0
8,8,8,1.1344100000000001,91,48,240.75,0,10,3.45,35.75,59,37.89,67,0,0,0,0
9,9,9,3.14629,17,17,231.78,0,10,0.39,32.0,60,38.89,77,0,0,0,0
9,9,9,3.13152,41,41,231.78,0,10,0.01,32.11,61,39.89,86,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,62,40.89,0,0,0,0,0
9,9,9,3.13152,41,41,231.78,0,10,0.0,32.22,63,41.89,95,0,0,0,0
9,9,9,3.14629,17,17,231.78,0,10,0.98,32.33,64,42.81,104,0,0,0,0
1,1,1,0.0,2,5,40.0,0,1,220.96,1.0,65,43.81,6,0,0,0,0
1,1,1,0.0,6,0,733.0,0,9,0.02,190.0,66,44.81,36,0,0,0,0
9,9,9,3.13152,41,41,232.44,0,10,0.04,32.56,67,45.81,115,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,68,46.81,0,0,0,0,0
9,9,9,3.13152,41,41,232.44,0,10,0.0,32.67,69,47.81,124,0,0,0,0
9,9,9,3.14629,17,17,232.44,0,10,0.44,32.78,70,48.76,133,0,0,0,0
1,1,1,0.0,1,0,739.0,0,9,0.0,194.0,71,49.76,40,0,0,0,0
1,1,2,0.998001,19,0,89.0,0,2,1.75,1.5,51,40.23,2,0,0,0,0
1,1,1,0.0,1,1,740.0,0,9,1.02,195.0,72,50.66,41,0,0,0,0
8,8,8,2.95721,36,36,247.0,0,10,0.9,37.13,73,51.66,134,0,0,0,0
8,8,8,2.95721,36,36,247.0,0,10,0.0,37.25,75,53.66,142,0,0,0,0
8,8,8,2.97356,15,15,247.0,0,10,0.28,37.38,76,54.63,150,0,0,0,0
1,1,1,0.0,23,24,740.0,0,9,0.02,199.0,77,55.62,45,0,0,0,0
1,1,1,0.0,3,0,739.0,0,9,0.78,200.0,78,56.53,46,0,0,0,0
9,9,9,3.13152,41,41,232.78,0,10,0.85,33.67,79,57.53,170,0,0,0,0
8,8,8,2.95723,36,39,247.25,0,10,0.0,37.88,80,58.53,168,0,0,0,0
1,1,1,0.0,1,0,739.0,0,9,0.0,203.0,81,59.53,49,0,0,0,0
1,1,1,0.0,4,4,117.0,0,3,0.0,15.0,82,60.53,11,0,0,0,0
7,7,7,2.61575,11,13,179.57,0,10,0.0,37.43,83,61.53,124,0,0,0,0
1,1,1,0.0,3,0,740.0,0,9,0.01,204.0,84,62.53,50,0,0,0,0
9,9,9,3.13048,40,40,232.67,0,10,0.0,34.33,85,63.53,197,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,86,64.53,0,0,0,0,0
9,9,9,3.13152,41,41,232.67,0,10,0.0,34.44,87,65.53,206,0,0,0,0
1,1,1,0.0,19,32,237.0,0,2,27.98,22.0,615,327.05,498,0,0,0,0
1,2,3,1.5388600000000001,75,31,73.67,0,2,192.77,2.33,616,328.05,499,0,0,0,0
2,3,3,1.2086,108,11,150.0,1,3,77.61,7.33,21,11.61,24,0,0,0,0
2,2,4,1.06636,309,16,32.5,0,3,15.59,3.0,141,120.04,113,1,1,1,1
1,1,1,0.0,14,3,245.0,0,1,0.0,1.0,142,121.04,18,0,0,0,0
1,2,5,1.38852,101,2,51.4,0,3,6.24,2.8,143,122.04,97,0,0,0,0
1,1,1,0.0,1,1,256.0,0,1,0.0,2.0,144,123.04,19,0,0,0,0
1,2,3,1.36125,31,8,230.33,0,2,97.4,5.67,617,325.62,500,0,0,0,0
3,3,3,0.7286229999999999,121,104,362.67,0,9,10.92,82.33,88,64.98,88,0,0,0,0
9,9,9,1.13594,927,896,234.56,0,10,7.58,34.67,618,325.87,866,0,0,0,0
1,31,68,4.99681,279,241,186.01,0,11,62.12,4.78,619,326.5,502,1,1,1,1
1,2,6,1.4199,454,10,213.67,0,2,67.57,9.67,620,327.48,503,0,0,0,0
1,1,1,0.0,15,12,716.0,0,4,44.05,71.0,621,324.68,504,0,0,0,0
1,1,1,0.0,63,0,0.0,0,0,0.0,0.0,622,325.68,505,0,0,0,0
1,2,2,0.721928,9,1,106.5,0,3,176.46,8.5,358,151.12,218,0,0,0,0
1,2,2,0.63431,24,1,646.5,0,7,46.76,28.5,359,151.94,3,0,0,0,0
1,1,1,0.0,3,0,58.0,0,3,278.85,7.0,360,152.75,97,0,0,0,0
1,1,1,0.0,2,0,68.0,0,4,278.85,9.0,361,153.75,98,0,0,0,0
1,1,1,0.0,2,0,47.0,0,3,269.16,8.0,362,154.74,99,0,0,0,0
1,1,1,0.0,1,1,260.0,0,5,46.92,30.0,363,155.73,100,0,0,0,0
1,1,1,0.0,1,1,354.0,0,2,41.38,9.0,10,8.52,7,0,0,0,0
1,1,1,0.0,1,3,311.0,0,2,50.35,8.0,150,94.16,123,0,0,0,0
4,43,57,5.23961,223,197,254.19,0,12,59.55,6.4,623,322.61,790,1,1,1,1
1,2,2,0.842658,26,22,555.0,0,3,29.22,10.5,11,9.39,8,0,0,0,0
1,1,1,0.0,54,0,0.0,0,0,0.0,0.0,12,10.38,9,0,0,0,0
1,2,2,0.781281,207,0,0.0,0,0,0.0,0.0,624,322.31,507,0,0,0,0
1,1,1,0.0,7,0,328.0,0,2,54.6,15.0,625,323.31,508,0,0,0,0
1,1,1,0.0,1,1,47.0,0,2,184.65,18.0,13,11.34,10,0,0,0,0
1,1,1,0.0,1,1,437.0,0,6,55.53,33.0,14,12.34,11,0,0,0,0
1,1,1,0.0,0,0,0.0,0,0,0.0,0.0,15,13.34,3,0,0,0,0
1,5,8,2.84385,167,18,157.88,0,2,41.35,5.13,626,323.62,509,0,0,0,0
1,3,3,1.56256,95,7,224.0,0,2,97.09,11.0,16,14.09,12,0,0,0,0
1,4,4,1.73995,17,2,138.0,0,2,114.56,7.0,627,320.54,510,0,0,0,0
1,2,2,0.735509,25,4,148.0,1,2,81.5,3.5,145,113.92,98,0,0,0,0
1,1,1,0.0,24,4,213.0,0,5,195.86,12.0,31,14.82,2,1,0,1,0
1,2,4,1.22948,82,78,118.0,1,2,66.43,1.0,628,316.83,511,0,0,0,0
3,11,17,3.85658,35,34,260.53,0,8,61.02,7.59,629,315.53,652,0,1,1,1
1,1,1,0.0,2,1,108.0,0,2,0.05,17.0,630,316.51,63,0,0,0,0
2,16,25,4.277480000000001,77,90,204.24,0,11,126.25,6.64,631,317.02,592,0,0,0,0
1,1,4,1.42517,44,39,221.0,0,4,10.87,6.75,632,317.95,514,1,1,1,0
3,8,26,4.17729,870,251,153.73,1,7,89.81,4.23,146,110.8,164,1,1,1,1
1,1,1,0.0,3,2,214.0,0,4,50.69,13.0,151,88.55,124,0,0,0,0
1,3,8,2.74758,120,48,97.63,0,3,46.54,4.13,17,14.13,13,0,0,0,0
2,4,11,3.3094,919,260,30.36,0,2,28.28,1.64,18,15.1,14,0,0,0,0
1,1,1,0.0,67,59,233.0,0,6,18.6,13.0,152,88.81,43,1,0,0,0
1,1,1,0.0,8,1,339.0,0,2,56.4,33.0,633,312.61,515,0,0,0,0
1,1,1,0.0,432,0,0.0,0,0,0.0,0.0,635,312.74,517,0,0,0,0
1,2,3,1.34017,60,31,273.0,1,8,57.07,28.0,636,312.93,518,0,0,0,0
1,1,1,0.0,3,1,719.0,1,4,55.01,72.0,637,313.83,519,0,0,0,0
1,2,2,0.413817,12,0,455.0,0,4,65.26,40.5,638,314.57,520,0,0,0,0
2,11,25,3.79675,105,68,127.04,1,7,133.21,4.04,639,315.4,669,1,1,1,1
1,1,1,0.0,21,12,890.0,0,2,48.49,8.0,19,15.69,15,0,0,0,0
1,5,7,2.3700799999999997,382,77,218.71,1,2,159.59,8.29,640,314.6,522,0,0,0,0
2,2,3,1.18319,24,58,182.33,0,7,157.4,21.0,641,315.6,588,0,0,0,0
1,1,1,0.0,61,4,165.0,0,7,107.11,51.0,642,316.6,149,1,1,1,1
1,1,1,0.0,3,3,300.0,1,5,5.14,40.0,643,316.98,524,0,0,0,0
1,1,1,0.0,1,3,292.0,1,2,105.14,4.0,644,317.97,150,0,0,0,0
1,1,1,0.0,1,3,290.0,1,2,0.04,5.0,147,107.76,21,0,0,0,0
1,2,2,0.9583860000000001,199,6,86.5,1,4,131.66,5.5,148,108.76,46,0,0,0,0
1,2,3,1.05905,114,30,181.67,0,3,106.35,2.67,149,109.74,22,0,0,0,0
1,1,1,0.0,3,3,161.0,0,3,0.11,5.0,150,110.72,23,0,0,0,0
1,1,1,0.0,18,22,177.0,1,3,105.56,18.0,645,318.77,525,1,1,1,1
1,1,1,0.0,27,18,215.0,1,5,18.24,14.0,646,319.75,526,0,0,0,0
1,1,1,0.0,1,1,81.0,1,2,53.83,2.0,153,87.69,58,0,0,0,0
1,2,2,0.7592760000000001,36,5,112.0,1,5,0.27,7.5,647,320.48,527,0,0,0,0
2,3,5,1.60259,141,67,142.6,0,2,93.17,4.2,648,321.16,609,0,0,0,0
2,2,2,0.468996,13,7,127.0,1,6,60.69,10.5,649,322.16,532,0,0,0,0
2,2,2,0.775513,17,18,195.5,1,6,32.8,9.0,650,322.99,148,0,0,0,0
1,1,1,0.0,3,3,356.0,0,5,94.4,42.0,651,323.85,83,0,0,0,0
1,2,2,0.932744,239,134,120.5,0,6,8.49,7.0,652,324.03,84,1,0,1,1
1,1,1,0.0,27,14,223.0,1,5,3.8,16.0,653,324.61,530,0,0,0,0
1,1,3,1.5623200000000002,234,28,17.33,0,4,78.85,3.0,52,34.51,14,0,0,0,0
2,2,2,0.803716,44,9,99.5,1,2,37.86,4.5,151,110.13,124,0,0,0,0
1,5,8,2.56557,56,35,210.88,1,7,87.56,8.13,654,324.1,531,1,1,1,1
3,5,11,2.09728,4,1538,371.45,1,8,20.22,6.73,152,110.97,173,0,0,0,0
5,5,5,2.2335599999999998,26,0,324.8,0,10,77.81,60.8,655,324.73,864,0,0,0,0
3,13,18,3.7433,161,86,252.17,1,8,81.6,8.89,656,325.08,771,1,0,0,0
1,1,2,0.938315,24,7,342.5,0,2,11.78,16.5,657,325.83,534,0,0,0,0
1,1,2,0.994985,13,11,235.0,0,2,6.55,4.0,20,16.16,0,0,0,0,0
1,1,1,0.0,10,10,691.0,0,6,20.67,43.0,153,111.02,48,1,0,0,0
1,1,1,0.0,1,1,95.0,0,4,7.99,10.0,21,17.08,1,0,0,0,0
1,2,2,0.27139,24,19,658.0,1,7,22.58,30.0,154,111.59,49,0,0,0,0
1,1,1,0.0,4,4,929.0,0,7,0.0,45.0,155,112.59,50,0,0,0,0
1,1,1,0.0,1,1,437.0,0,7,64.34,34.0,154,86.6,125,0,0,0,0
1,1,1,0.0,7,0,69.0,0,6,84.05,22.0,364,143.32,219,0,0,0,0
2,6,6,2.43834,95,81,117.0,0,5,124.68,6.0,658,323.36,603,1,0,0,0
1,1,1,0.0,4,4,376.0,1,3,123.5,13.0,22,10.91,13,0,0,0,0
1,1,1,0.0,2,10,376.0,1,3,0.0,14.0,23,11.91,14,0,0,0,0
1,2,4,1.9616099999999999,293,0,0.0,0,0,0.0,0.0,659,323.78,536,0,0,0,0
1,2,2,0.884964,30,3,90.5,0,2,149.0,1.5,22,17.87,16,0,0,0,0
2,2,2,1.0,9,9,4.5,0,2,101.8,1.0,660,324.28,5,0,0,0,0
7,27,30,3.77202,259,204,264.1,0,13,89.96,8.33,661,325.26,867,0,0,0,0
1,1,2,0.0,0,0,0.0,0,2,177.77,2.5,23,18.56,17,0,0,0,0
8,10,44,2.37417,12,150,47.91,0,12,266.13,6.89,662,322.1,740,0,0,0,0
1,2,2,0.317809,129,62,150.5,0,1,42.43,0.5,24,19.44,18,0,0,0,0
1,1,1,0.0,4,4,285.0,0,6,181.24,66.0,25,20.43,1,0,0,0,0
1,1,1,0.0,8,8,172.0,1,3,9.54,20.0,663,322.63,539,0,0,0,0
1,2,2,0.7837770000000001,51,9,366.5,1,2,125.11,6.0,26,21.34,19,0,0,0,0
2,4,4,1.9183,7,5,103.5,0,3,80.13,3.5,27,22.14,22,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,664,320.79,0,0,0,0,0
1,1,2,0.838008,14,57,145.5,1,2,144.43,2.0,666,322.02,541,0,0,0,0
1,1,1,0.0,9,2,224.0,0,2,115.9,23.0,667,322.13,542,0,0,0,0
1,1,1,0.0,44,0,0.0,0,0,0.0,0.0,668,322.3,71,0,0,0,0
1,1,1,0.0,2,0,10.0,0,1,194.44,2.0,0,0.0,0,0,0,0,0
2,10,21,3.51335,943,54,151.43,0,5,111.35,6.76,669,320.8,699,0,0,0,0
3,7,21,3.76864,3613,3,28.0,0,11,4.62,12.57,1,0.98,0,1,1,1,1
1,1,1,0.0,30,27,61.0,0,1,0.02,1.0,2,1.98,1,0,0,0,0
1,3,4,0.666795,125,60,98.0,0,2,220.08,9.5,670,320.11,544,0,1,1,1
3,14,36,4.19374,407,25,248.83,1,11,111.28,6.97,671,320.77,774,1,1,1,0
1,1,2,0.816017,108,58,82.5,0,2,7.55,1.0,672,321.63,546,1,0,0,1
